"Sessione";"Elezione";"Provincia";"Comune";"Sezione";"Zona";"CollCam";"CollSen";"CollPro";"Elettori";"Votanti";"Validi";"Non validi";"POPOLARI PER L'ITALIA";"+EUROPA - ITALIA IN COMUNE - P";"PARTITO COMUNISTA";"POPOLO DELLA FAMIGLIA - ALTERN";"PARTITO PIRATA";"EUROPA VERDE";"LA SINISTRA";"FORZA ITALIA";"FRATELLI D'ITALIA";"MOVIMENTO 5 STELLE";"CASAPOUND ITALIA - DESTRE UNIT";"LEGA SALVINI PREMIER";"FORZA NUOVA";"PARTITO ANIMALISTA";"PARTITO DEMOCRATICO";"AUTONOMIE PER L'EUROPA"
26/05/2019;1;"Milano";"Milano";1553;6;;;;698;419;409;10;3;25;2;1;1;14;10;43;24;29;1;102;0;5;149;0
26/05/2019;1;"Milano";"Milano";1554;7;;;;686;416;410;6;1;39;0;0;1;19;7;30;33;19;0;80;0;1;178;2
26/05/2019;1;"Milano";"Milano";1556;7;;;;554;279;274;5;5;24;0;0;1;6;5;29;11;31;1;76;0;1;84;0
26/05/2019;1;"Milano";"Milano";1558;8;;;;1086;731;724;7;10;60;6;4;0;20;11;116;69;21;0;146;0;4;255;2
26/05/2019;1;"Milano";"Milano";1559;8;;;;861;577;575;2;5;34;3;0;3;15;8;53;46;38;1;134;0;2;233;0
26/05/2019;1;"Milano";"Milano";1565;3;;;;840;518;513;5;1;37;2;0;2;9;18;61;31;40;2;110;0;3;197;0
26/05/2019;1;"Milano";"Milano";1566;2;;;;845;534;526;8;1;20;1;0;0;19;16;49;35;28;0;131;0;7;217;2
26/05/2019;1;"Milano";"Milano";1568;2;;;;968;565;551;14;1;25;1;1;1;23;16;55;22;61;0;173;0;4;167;1
26/05/2019;1;"Milano";"Milano";1571;3;;;;865;446;430;16;1;18;4;3;0;16;11;37;26;57;2;122;0;2;130;1
26/05/2019;1;"Milano";"Milano";1572;2;;;;785;452;445;7;0;15;3;4;1;12;8;38;21;43;0;194;1;1;104;0
26/05/2019;1;"Milano";"Milano";1573;3;;;;678;398;391;7;3;11;2;0;2;14;10;42;17;55;0;110;0;3;122;0
26/05/2019;1;"Milano";"Milano";1574;3;;;;782;455;446;9;5;30;5;2;0;20;7;40;34;36;0;127;0;3;136;1
26/05/2019;1;"Milano";"Milano";1579;4;;;;1027;636;628;8;0;25;4;1;2;13;14;60;29;48;1;165;0;0;266;0
26/05/2019;1;"Milano";"Milano";1583;5;;;;794;448;445;3;0;23;8;2;0;11;11;41;25;47;1;116;0;2;158;0
26/05/2019;1;"Milano";"Milano";1586;6;;;;638;317;311;6;2;6;1;0;1;10;3;24;10;49;0;132;0;0;73;0
26/05/2019;1;"Milano";"Milano";1587;6;;;;903;591;582;9;1;24;2;1;0;15;7;54;27;54;0;201;0;5;191;0
26/05/2019;1;"Milano";"Milano";1588;6;;;;740;454;448;6;1;29;0;5;0;13;8;46;37;45;1;120;0;1;141;1
26/05/2019;1;"Milano";"Milano";1590;6;;;;900;493;481;12;1;22;4;0;0;17;6;60;29;40;0;130;1;6;165;0
26/05/2019;1;"Milano";"Milano";1592;7;;;;711;457;444;13;2;28;4;0;0;23;11;38;18;31;1;86;0;3;199;0
26/05/2019;1;"Milano";"Milano";1593;7;;;;826;508;500;8;0;34;2;2;3;19;5;33;22;40;1;146;0;2;190;1
26/05/2019;1;"Milano";"Milano";1594;7;;;;1020;676;667;9;0;34;2;2;1;23;10;65;57;93;3;165;0;2;209;1
26/05/2019;1;"Milano";"Milano";1595;8;;;;887;586;580;6;5;29;6;5;2;46;15;36;26;37;0;135;0;3;234;1
26/05/2019;1;"Milano";"Milano";1596;8;;;;724;462;455;7;1;11;5;1;0;7;6;47;36;35;0;167;0;1;137;1
26/05/2019;1;"Milano";"Milano";1597;9;;;;583;381;370;11;1;14;3;1;0;11;2;34;25;22;1;122;1;2;131;0
26/05/2019;1;"Milano";"Milano";1599;9;;;;758;407;400;7;0;8;2;4;0;10;11;53;15;48;0;141;2;2;104;0
26/05/2019;1;"Milano";"Milano";1601;9;;;;650;297;287;10;1;5;4;0;1;1;2;24;9;48;0;126;0;2;64;0
26/05/2019;1;"Milano";"Milano";1605;2;;;;736;423;422;1;0;13;1;0;0;13;7;47;24;35;2;130;1;2;147;0
26/05/2019;1;"Milano";"Milano";1606;2;;;;837;546;540;6;6;27;1;5;1;10;7;67;36;39;0;148;1;2;190;0
26/05/2019;1;"Milano";"Milano";1608;2;;;;904;561;556;5;3;26;0;1;1;27;8;81;52;32;0;134;1;1;189;0
26/05/2019;1;"Milano";"Milano";1609;9;;;;588;275;266;9;1;7;5;1;0;8;5;29;10;39;1;96;0;2;62;0
26/05/2019;1;"Milano";"Milano";1610;3;;;;940;550;543;7;3;25;1;1;0;27;8;59;25;32;1;176;1;2;182;0
26/05/2019;1;"Milano";"Milano";1613;1;;;;903;639;632;7;3;50;1;1;1;13;9;103;38;20;2;121;0;1;269;0
26/05/2019;1;"Milano";"Milano";1615;5;;;;670;298;291;7;1;4;5;1;1;11;1;23;10;31;0;138;1;2;62;0
26/05/2019;1;"Milano";"Milano";1616;4;;;;691;357;344;13;1;12;5;1;2;2;11;43;17;51;0;118;1;2;78;0
26/05/2019;1;"Milano";"Milano";1617;4;;;;782;412;398;14;0;8;7;0;0;15;15;40;16;44;1;138;1;2;110;1
26/05/2019;1;"Milano";"Milano";1620;6;;;;1065;633;627;6;7;51;4;1;3;22;9;46;35;36;0;151;1;1;259;1
26/05/2019;1;"Milano";"Milano";1621;7;;;;759;403;392;11;0;14;4;0;2;17;9;47;7;46;0;132;1;4;109;0
26/05/2019;1;"Milano";"Milano";1622;9;;;;986;650;642;8;2;50;1;6;0;25;3;69;42;45;0;155;0;3;238;3
26/05/2019;1;"Milano";"Milano";1625;1;;;;740;501;495;6;2;30;3;2;0;14;13;55;29;28;4;83;0;0;232;0
26/05/2019;1;"Milano";"Milano";1630;6;;;;1026;599;591;8;3;47;4;0;2;29;19;48;18;42;2;100;0;1;275;1
26/05/2019;1;"Milano";"Milano";1634;7;;;;874;599;590;9;4;53;0;0;2;12;5;114;27;18;0;126;0;1;228;0
26/05/2019;1;"Milano";"Milano";1635;7;;;;812;549;545;4;1;35;4;0;1;23;9;68;30;29;0;136;0;1;208;0
26/05/2019;1;"Milano";"Milano";1637;8;;;;943;591;586;5;2;39;2;1;2;10;6;88;40;24;0;120;0;2;250;0
26/05/2019;1;"Milano";"Milano";1638;6;;;;789;463;447;16;0;15;5;0;0;10;6;34;12;60;1;128;1;3;172;0
26/05/2019;1;"Milano";"Milano";1641;8;;;;943;638;628;10;1;42;3;2;0;19;14;55;44;46;1;136;0;5;260;0
26/05/2019;1;"Milano";"Milano";1643;8;;;;854;517;509;8;1;19;2;0;1;16;13;47;25;41;2;145;0;3;194;0
26/05/2019;1;"Milano";"Milano";1644;8;;;;778;504;501;3;4;23;1;1;2;23;12;41;29;36;0;121;0;8;200;0
26/05/2019;1;"Milano";"Milano";1645;8;;;;885;540;536;4;2;29;6;1;0;18;18;51;36;52;1;140;0;2;180;0
26/05/2019;1;"Milano";"Milano";1647;8;;;;762;469;466;3;3;26;1;2;0;20;10;42;22;30;1;133;0;2;174;0
26/05/2019;1;"Milano";"Milano";1649;5;;;;666;288;280;8;2;11;4;0;0;8;6;19;6;40;0;115;0;1;67;1
26/05/2019;1;"Milano";"Milano";1657;3;;;;750;465;460;5;2;35;4;0;2;12;6;59;25;33;0;92;0;0;190;0
26/05/2019;1;"Milano";"Milano";1658;2;;;;1031;607;593;14;2;29;2;1;4;11;9;55;28;76;4;175;1;2;193;1
26/05/2019;1;"Milano";"Milano";1659;2;;;;644;326;322;4;1;13;3;0;0;11;8;28;9;42;1;112;1;1;92;0
26/05/2019;1;"Milano";"Milano";1660;2;;;;646;378;368;10;4;20;1;1;3;8;11;25;10;33;3;129;0;1;119;0
26/05/2019;1;"Milano";"Milano";1662;3;;;;676;360;353;7;5;19;1;2;0;10;11;33;17;31;1;97;0;3;123;0
26/05/2019;1;"Milano";"Milano";1663;3;;;;788;442;434;8;0;20;0;3;0;12;5;33;21;52;2;155;1;1;129;0
26/05/2019;1;"Milano";"Milano";1667;3;;;;709;435;423;12;1;14;2;0;7;13;10;44;22;30;0;94;0;3;183;0
26/05/2019;1;"Milano";"Milano";1668;4;;;;737;415;412;3;1;22;3;0;1;20;8;51;17;46;0;116;2;2;123;0
26/05/2019;1;"Milano";"Milano";1669;4;;;;970;621;614;7;5;27;6;3;0;15;11;51;37;37;0;152;0;6;263;1
26/05/2019;1;"Milano";"Milano";1670;9;;;;1010;712;699;13;1;20;4;1;0;21;17;75;34;72;1;176;0;2;274;1
26/05/2019;1;"Milano";"Milano";1676;5;;;;903;491;479;12;2;31;7;1;1;12;14;36;24;45;2;138;1;5;159;1
26/05/2019;1;"Milano";"Milano";1677;6;;;;799;362;353;9;0;7;6;1;0;9;11;45;6;38;2;114;0;3;109;2
26/05/2019;1;"Milano";"Milano";1679;9;;;;626;238;235;3;0;7;3;0;0;6;4;35;4;38;0;86;1;2;49;0
26/05/2019;1;"Milano";"Milano";1680;9;;;;861;527;520;7;0;21;4;1;0;5;9;66;28;48;0;169;0;2;166;1
26/05/2019;1;"Milano";"Milano";1682;9;;;;812;423;404;19;2;15;3;1;0;12;1;33;26;54;0;149;1;1;106;0
26/05/2019;1;"Milano";"Milano";1683;9;;;;1043;616;603;13;1;32;5;1;1;18;14;47;25;49;1;204;1;3;201;0
26/05/2019;1;"Milano";"Milano";1685;8;;;;837;480;476;4;3;10;1;1;1;18;5;51;14;53;1;145;0;3;169;1
26/05/2019;1;"Milano";"Milano";1688;7;;;;813;422;414;8;1;21;3;2;1;11;9;58;20;54;1;110;0;4;119;0
26/05/2019;1;"Milano";"Milano";1691;7;;;;843;548;541;7;3;43;0;2;1;20;7;89;43;19;1;112;0;1;200;0
26/05/2019;1;"Milano";"Milano";1693;5;;;;685;294;288;6;0;3;6;1;1;2;4;28;9;42;1;113;0;0;78;0
26/05/2019;1;"Milano";"Milano";1695;7;;;;590;285;276;9;2;8;0;1;0;3;4;24;11;31;2;145;0;0;45;0
26/05/2019;1;"Milano";"Milano";1696;7;;;;823;536;529;7;2;28;1;6;2;17;10;49;30;38;1;120;1;0;224;0
26/05/2019;1;"Milano";"Milano";1699;6;;;;655;424;416;8;1;18;3;3;0;13;3;47;24;25;2;128;0;1;148;0
26/05/2019;1;"Milano";"Milano";1701;6;;;;636;406;401;5;1;22;4;0;0;12;5;53;19;35;0;113;0;1;136;0
26/05/2019;1;"Milano";"Milano";1705;6;;;;856;503;490;13;2;23;6;1;1;12;11;46;11;53;1;157;1;6;159;0
26/05/2019;1;"Milano";"Milano";1706;6;;;;781;414;412;2;1;26;1;2;2;14;9;38;21;34;0;115;1;2;145;1
26/05/2019;1;"Milano";"Milano";1708;8;;;;878;469;452;17;3;18;6;1;1;14;14;33;8;62;1;146;0;4;141;0
26/05/2019;1;"Milano";"Milano";1709;2;;;;958;624;613;11;2;37;1;0;4;16;7;89;43;38;1;156;3;3;211;2
26/05/2019;1;"Milano";"Milano";1710;9;;;;1073;626;612;14;3;22;8;3;0;32;6;51;42;71;1;169;1;4;198;1
26/05/2019;1;"Milano";"Milano";1711;6;;;;779;508;504;4;1;34;3;2;1;13;21;56;20;35;0;117;0;3;197;1
26/05/2019;1;"Milano";"Milano";1712;4;;;;751;406;400;6;3;10;5;1;1;6;12;32;12;54;2;167;0;2;93;0
26/05/2019;1;"Milano";"Milano";1717;8;;;;761;363;352;11;0;5;7;0;0;4;8;31;14;63;0;136;0;1;83;0
26/05/2019;1;"Milano";"Milano";1718;8;;;;695;300;284;16;1;4;2;1;1;1;3;29;8;47;1;124;0;1;61;0
26/05/2019;1;"Milano";"Milano";1719;8;;;;682;375;365;10;0;6;8;1;1;2;6;32;19;49;4;152;3;3;79;0
26/05/2019;1;"Milano";"Milano";1720;8;;;;558;202;189;13;0;5;2;0;0;3;2;23;10;30;0;85;0;1;27;1
26/05/2019;1;"Milano";"Milano";1721;8;;;;635;242;236;6;1;1;2;0;1;3;3;30;9;15;0;128;1;0;41;1
26/05/2019;1;"Milano";"Milano";1722;6;;;;783;465;452;13;0;20;1;1;0;15;3;44;24;31;0;133;0;3;177;0
26/05/2019;1;"Milano";"Milano";1724;4;;;;863;483;467;16;1;20;0;2;0;12;5;48;15;46;1;155;0;3;159;0
26/05/2019;1;"Milano";"Milano";1725;4;;;;770;509;503;6;3;18;5;0;0;19;19;25;24;46;0;141;0;3;199;1
26/05/2019;1;"Milano";"Milano";1727;5;;;;649;277;267;10;0;2;4;0;0;3;2;26;7;41;1;124;0;0;56;1
26/05/2019;1;"Milano";"Milano";1732;7;;;;634;309;299;10;2;1;2;0;1;6;6;30;14;33;0;136;1;3;64;0
26/05/2019;1;"Milano";"Milano";1733;7;;;;636;342;337;5;0;2;4;0;0;5;3;48;8;46;0;120;1;5;95;0
26/05/2019;1;"Milano";"Milano";1735;9;;;;809;502;496;6;0;21;1;0;0;15;14;35;28;53;0;142;0;3;183;1
26/05/2019;1;"Milano";"Milano";1739;2;;;;670;367;358;9;3;16;1;0;0;14;4;34;13;32;1;125;0;2;113;0
26/05/2019;1;"Milano";"Milano";1743;8;;;;805;535;529;6;0;18;4;3;1;26;14;77;18;39;0;140;0;2;186;1
26/05/2019;1;"Milano";"Milano";1744;8;;;;711;434;424;10;1;11;2;1;0;16;16;25;19;48;0;172;2;2;108;1
26/05/2019;1;"Milano";"Milano";1745;7;;;;638;425;421;4;1;17;0;1;1;14;8;43;21;25;0;109;0;3;177;1
26/05/2019;1;"Milano";"Milano";1747;8;;;;761;520;514;6;4;35;2;1;0;46;16;62;24;30;2;101;0;3;188;0
26/05/2019;1;"Milano";"Milano";1749;7;;;;640;440;434;6;0;22;0;0;0;10;10;40;28;16;1;125;0;0;182;0
26/05/2019;1;"Milano";"Milano";1750;7;;;;863;477;468;9;1;20;2;1;1;12;10;34;22;74;3;162;1;6;118;1
26/05/2019;1;"Milano";"Milano";1751;7;;;;754;449;444;5;0;17;2;2;0;12;6;44;28;33;3;125;0;3;169;0
26/05/2019;1;"Milano";"Milano";1753;6;;;;768;482;479;3;0;35;1;2;0;9;9;32;29;24;1;112;0;4;221;0
26/05/2019;1;"Milano";"Milano";1754;7;;;;771;507;496;11;0;35;0;2;1;12;7;53;37;28;1;123;2;1;193;1
26/05/2019;1;"Milano";"Milano";1758;7;;;;860;520;515;5;6;41;2;2;1;16;3;76;40;20;0;129;0;1;178;0
26/05/2019;1;"Milano";"Milano";1759;8;;;;1050;696;686;10;3;52;0;1;2;17;6;107;57;13;0;162;0;2;264;0
26/05/2019;1;"Milano";"Milano";1760;6;;;;736;405;403;2;1;24;2;1;0;6;8;31;22;41;2;144;1;2;117;1
26/05/2019;1;"Milano";"Milano";1761;6;;;;722;450;448;2;1;30;2;0;0;15;11;46;17;31;0;134;0;1;159;1
26/05/2019;1;"Milano";"Milano";1762;4;;;;607;414;407;7;0;14;3;3;0;8;6;35;30;33;1;90;0;1;183;0
26/05/2019;1;"Milano";"Milano";1764;2;;;;771;489;471;18;0;17;1;2;2;21;10;37;23;43;0;161;0;4;150;0
26/05/2019;1;"Milano";"Milano";1765;8;;;;870;560;554;6;1;60;0;2;2;20;2;81;28;23;2;128;1;0;203;1
26/05/2019;1;"Milano";"Milano";1772;8;;;;795;491;486;5;0;42;2;0;1;14;7;41;39;34;1;112;0;4;187;2
26/05/2019;1;"Milano";"Milano";1773;6;;;;631;403;393;10;4;12;1;0;2;7;12;33;10;47;2;144;0;3;115;1
26/05/2019;1;"Milano";"Milano";1774;9;;;;864;537;526;11;1;11;4;2;3;17;11;46;27;51;1;161;0;2;185;4
26/05/2019;1;"Milano";"Milano";1780;8;;;;791;473;457;16;0;16;2;0;0;26;9;34;35;45;1;141;0;3;145;0
26/05/2019;1;"Milano";"Milano";1781;3;;;;946;536;528;8;2;29;4;1;2;13;8;52;26;37;0;133;0;2;219;0
26/05/2019;1;"Milano";"Milano";1786;8;;;;603;396;391;5;1;16;1;1;0;24;8;21;18;47;1;117;0;0;132;4
26/05/2019;1;"Milano";"Milano";1787;9;;;;801;439;427;12;1;8;1;3;0;8;13;31;18;73;0;159;0;3;108;1
26/05/2019;1;"Milano";"Milano";1789;5;;;;1003;595;587;8;3;34;3;2;1;15;12;66;36;69;0;171;2;7;165;1
26/05/2019;1;"Milano";"Milano";1790;4;;;;729;455;453;2;2;22;1;2;1;11;10;30;20;37;1;135;0;0;181;0
26/05/2019;1;"Milano";"Milano";1794;6;;;;965;586;579;7;1;52;4;1;0;26;9;56;22;26;0;104;0;4;274;0
26/05/2019;1;"Milano";"Milano";1799;8;;;;726;463;453;10;1;25;5;0;0;12;6;46;29;32;0;134;0;0;163;0
26/05/2019;1;"Milano";"Milano";1800;2;;;;869;546;537;9;0;26;4;0;3;15;14;44;26;56;1;163;0;1;183;1
26/05/2019;1;"Milano";"Milano";1801;7;;;;936;577;569;8;2;23;3;1;0;20;14;51;41;48;3;163;1;1;198;0
26/05/2019;1;"Milano";"Milano";1806;2;;;;898;514;501;13;0;25;4;4;0;23;9;47;26;68;1;172;0;4;118;0
26/05/2019;1;"Milano";"Milano";1809;2;;;;804;502;490;12;0;18;4;1;0;21;12;43;18;46;1;184;1;2;139;0
26/05/2019;1;"Milano";"Milano";1811;2;;;;639;356;352;4;0;14;3;2;1;10;9;30;17;36;0;127;2;2;99;0
26/05/2019;1;"Milano";"Milano";1815;3;;;;688;472;467;5;0;18;0;0;1;16;10;56;29;53;0;113;0;3;168;0
26/05/2019;1;"Milano";"Milano";1818;3;;;;770;481;476;5;4;18;2;0;0;17;18;56;23;32;0;132;0;2;172;0
26/05/2019;1;"Milano";"Milano";1819;3;;;;729;487;478;9;2;27;1;1;0;36;7;46;19;40;2;137;0;2;158;0
26/05/2019;1;"Milano";"Milano";1823;3;;;;682;420;416;4;0;26;1;1;2;21;5;39;21;29;0;94;1;0;176;0
26/05/2019;1;"Milano";"Milano";1824;8;;;;742;442;432;10;1;10;3;1;3;9;14;47;19;56;4;164;0;1;99;1
26/05/2019;1;"Milano";"Milano";1826;8;;;;708;383;369;14;0;11;4;0;1;8;10;34;7;44;1;152;0;2;95;0
26/05/2019;1;"Milano";"Milano";1832;4;;;;682;264;250;14;1;4;1;0;0;5;1;16;9;37;1;114;1;0;60;0
26/05/2019;1;"Milano";"Milano";1833;3;;;;876;544;539;5;1;34;3;0;3;27;16;47;21;31;0;131;0;0;225;0
26/05/2019;1;"Milano";"Milano";1834;4;;;;729;444;438;6;2;18;1;0;2;17;9;37;21;33;0;106;1;2;189;0
26/05/2019;1;"Milano";"Milano";1842;4;;;;802;437;419;18;1;5;3;2;3;9;10;44;21;55;3;154;0;3;104;2
26/05/2019;1;"Milano";"Milano";1846;9;;;;1022;620;604;16;1;29;6;0;1;13;20;44;26;64;1;217;1;1;180;0
26/05/2019;1;"Milano";"Milano";1847;4;;;;909;605;597;8;2;27;5;1;1;13;2;57;37;46;1;205;0;5;195;0
26/05/2019;1;"Milano";"Milano";1848;4;;;;801;574;563;11;0;23;3;1;0;14;10;63;36;63;0;170;2;2;174;2
26/05/2019;1;"Milano";"Milano";1851;4;;;;720;423;420;3;3;15;5;0;2;5;6;32;24;45;0;127;0;3;153;0
26/05/2019;1;"Milano";"Milano";1855;4;;;;653;294;281;13;4;2;0;1;3;7;5;38;13;44;5;118;0;0;41;0
26/05/2019;1;"Milano";"Milano";1863;6;;;;976;509;503;6;1;42;7;0;2;22;20;47;12;51;0;96;0;6;196;1
26/05/2019;1;"Milano";"Milano";1872;7;;;;683;381;378;3;1;18;4;1;2;6;8;47;22;43;1;84;0;1;140;0
26/05/2019;1;"Milano";"Milano";1873;6;;;;561;360;351;9;2;21;0;0;1;13;8;26;13;36;1;88;0;0;142;0
26/05/2019;1;"Milano";"Milano";1882;7;;;;757;457;452;5;3;17;1;0;1;18;11;38;19;39;1;126;1;1;176;0
26/05/2019;1;"Milano";"Milano";1884;7;;;;761;458;448;10;0;17;7;0;1;15;6;39;15;34;0;165;1;4;143;1
26/05/2019;1;"Milano";"Milano";1887;7;;;;851;517;510;7;1;26;1;0;2;16;8;55;21;42;1;167;0;4;164;2
26/05/2019;1;"Milano";"Milano";1888;7;;;;650;449;443;6;0;22;1;2;2;18;2;31;19;32;0;163;1;1;149;0
26/05/2019;1;"Milano";"Milano";1890;8;;;;853;543;533;10;1;8;1;4;0;16;23;29;29;46;1;194;2;6;173;0
26/05/2019;1;"Milano";"Milano";1891;8;;;;816;552;545;7;1;28;5;2;2;30;17;69;29;32;2;130;0;4;193;1
26/05/2019;1;"Milano";"Milano";1900;8;;;;971;479;468;11;1;7;6;1;1;14;7;40;26;73;1;154;2;4;131;0
26/05/2019;1;"Milano";"Milano";1910;9;;;;923;578;573;5;1;28;4;3;3;23;19;41;24;59;1;113;2;0;252;0
26/05/2019;1;"Milano";"Milano";1911;9;;;;923;523;521;2;1;17;4;2;0;12;11;62;23;50;0;134;0;1;203;1
26/05/2019;1;"Milano";"Milano";1916;9;;;;1074;620;614;6;1;33;6;3;1;16;14;61;18;74;1;182;0;3;201;0
26/05/2019;1;"Milano";"Milano";1920;9;;;;905;606;599;7;2;28;1;1;5;12;14;64;33;54;1;161;1;6;216;0
26/05/2019;1;"Milano";"Milano";1921;2;;;;694;423;419;4;3;20;1;2;2;12;6;36;26;41;0;112;0;1;157;0
26/05/2019;1;"Milano";"Milano";1924;9;;;;929;544;524;20;1;14;5;1;0;16;18;36;13;82;1;165;0;5;167;0
26/05/2019;1;"Milano";"Milano";1928;4;;;;675;410;404;6;1;18;3;0;1;13;4;34;20;35;0;153;0;3;117;2
26/05/2019;1;"Milano";"Milano";1930;8;;;;1013;605;594;11;5;41;1;4;3;15;14;61;31;57;0;185;0;5;172;0
26/05/2019;1;"Milano";"Milano";1931;9;;;;695;430;425;5;2;16;3;0;0;8;8;56;33;35;0;115;0;0;149;0
26/05/2019;1;"Milano";"Milano";1932;9;;;;825;553;547;6;1;16;5;1;0;16;35;32;21;71;2;138;1;0;208;0
26/05/2019;1;"Milano";"Milano";1934;6;;;;612;356;352;4;1;24;1;1;0;11;7;44;21;10;1;85;0;4;141;1
26/05/2019;1;"Milano";"Milano";1936;8;;;;890;574;557;17;1;32;0;0;3;19;6;58;44;30;0;140;0;1;223;0
26/05/2019;1;"Milano";"Milano";1945;9;;;;603;286;282;4;0;8;4;3;0;2;9;18;15;41;1;103;2;3;73;0
26/05/2019;1;"Milano";"Milano";1947;5;;;;999;516;507;9;0;33;3;1;1;17;10;51;23;61;1;124;0;2;180;0
26/05/2019;1;"Milano";"Milano";1952;7;;;;974;572;566;6;0;9;9;1;1;20;13;61;27;78;0;198;1;7;140;1
26/05/2019;1;"Milano";"Milano";1954;9;;;;961;577;567;10;0;28;3;2;0;16;16;78;36;58;0;172;0;0;158;0
26/05/2019;1;"Milano";"Milano";1957;6;;;;1166;749;743;6;5;45;0;4;2;32;10;35;47;88;1;193;0;5;276;0
26/05/2019;1;"Milano";"Milano";1958;4;;;;793;446;445;1;1;18;2;0;1;12;12;47;21;40;1;117;1;3;169;0
26/05/2019;1;"Milano";"Milano";1959;7;;;;1037;671;666;5;0;24;3;2;2;22;13;55;21;73;0;192;0;5;254;0
26/05/2019;1;"Milano";"Milano";1961;6;;;;991;636;622;14;3;33;2;1;1;18;10;63;37;42;0;174;0;1;237;0
26/05/2019;1;"Milano";"Milano";1969;9;;;;689;411;397;14;0;20;4;0;1;11;12;43;19;27;1;106;0;3;150;0
26/05/2019;1;"Milano";"Milano";1973;9;;;;832;421;411;10;6;12;2;2;1;11;6;42;27;57;0;146;1;2;96;0
26/05/2019;1;"Milano";"Milano";1975;4;;;;532;297;288;9;1;16;3;2;2;8;5;20;19;42;0;80;0;1;89;0
26/05/2019;1;"Milano";"Milano";1976;7;;;;747;445;434;11;2;18;2;0;1;21;10;46;28;47;1;134;0;2;120;2
26/05/2019;1;"Milano";"Milano";1979;7;;;;505;260;257;3;0;8;4;0;1;4;7;19;10;34;4;102;2;1;61;0
26/05/2019;1;"Milano";"Milano";1981;3;;;;877;600;593;7;2;22;1;2;4;13;8;92;24;28;1;177;0;4;215;0
26/05/2019;1;"Milano";"Milano";1983;8;;;;918;520;516;4;3;53;5;1;2;10;18;57;26;37;0;99;1;2;202;0
26/05/2019;1;"Milano";"Milano";1985;9;;;;741;388;381;7;0;8;5;1;1;9;1;37;9;47;4;147;3;3;106;0
26/05/2019;1;"Milano";"Milano";1989;2;;;;805;412;403;9;1;17;5;3;1;13;16;23;19;43;1;124;1;3;132;1
26/05/2019;1;"Milano";"Milano";1991;2;;;;744;424;413;11;3;11;1;2;0;4;18;34;14;46;0;162;2;1;115;0
26/05/2019;1;"Milano";"Milano";1992;7;;;;674;387;375;12;3;9;4;1;0;9;11;37;20;71;1;147;0;1;61;0
26/05/2019;1;"Milano";"Milano";1995;4;;;;889;570;561;9;1;34;7;0;0;19;12;39;30;60;2;155;2;3;196;1
26/05/2019;1;"Milano";"Milano";1997;7;;;;826;510;505;5;3;26;3;1;1;21;11;29;28;40;0;146;0;1;194;1
26/05/2019;1;"Milano";"Milano";2000;9;;;;887;461;454;7;0;5;5;2;3;12;6;47;15;52;1;189;0;2;115;0
26/05/2019;1;"Milano";"Milano";2001;9;;;;868;444;437;7;0;8;6;0;1;8;7;58;30;46;2;166;0;1;104;0
26/05/2019;1;"Milano";"Milano";2004;9;;;;837;454;450;4;1;17;7;0;1;9;14;52;25;42;0;134;0;5;143;0
26/05/2019;1;"Milano";"Milano";2015;6;;;;1083;613;598;15;0;21;5;2;2;13;16;73;20;43;1;192;1;2;203;4
26/05/2019;1;"Milano";"Milano";2017;7;;;;885;569;561;8;2;28;3;3;1;18;7;57;28;41;2;153;0;3;215;0
26/05/2019;1;"Milano";"Milano";2019;7;;;;677;376;373;3;2;11;3;1;1;13;7;33;14;56;2;134;0;2;94;0
26/05/2019;1;"Milano";"Milano";2021;7;;;;727;490;486;4;2;23;2;1;2;17;7;68;28;27;2;130;1;3;173;0
26/05/2019;1;"Milano";"Milano";2024;8;;;;853;422;408;14;1;1;2;0;0;7;7;42;13;51;2;163;1;4;114;0
26/05/2019;1;"Milano";"Milano";2026;5;;;;267;30;29;1;1;0;2;1;0;2;0;2;0;1;0;7;0;0;13;0
26/05/2019;1;"Milano";"Milano";2029;6;;;;907;595;586;9;1;41;4;1;0;14;12;57;33;35;2;137;1;1;247;0
26/05/2019;1;"Milano";"Milano";2042;7;;;;814;500;489;11;0;15;2;0;3;15;12;40;19;81;2;151;2;7;139;1
26/05/2019;1;"Milano";"Milano";2044;6;;;;657;350;346;4;3;16;4;1;1;12;16;26;14;30;0;91;1;1;130;0
26/05/2019;1;"Milano";"Milano";2046;6;;;;1092;643;632;11;0;35;2;0;0;35;21;36;23;56;3;145;0;8;268;0
26/05/2019;1;"Milano";"Milano";2050;2;;;;935;543;536;7;2;17;2;2;4;13;15;46;30;58;4;188;2;2;150;1
26/05/2019;1;"Milano";"Milano";2053;6;;;;846;529;523;6;2;20;3;1;0;10;8;55;23;46;1;173;1;4;176;0
26/05/2019;1;"Milano";"Milano";2055;5;;;;1067;649;634;15;2;23;3;3;1;15;12;47;31;70;1;216;0;6;204;0
26/05/2019;1;"Milano";"Milano";2058;6;;;;765;474;472;2;0;22;3;1;3;19;12;39;16;38;0;136;0;0;183;0
26/05/2019;1;"Milano";"Milano";2060;8;;;;803;407;385;22;0;8;4;1;2;18;7;35;18;43;1;142;1;4;101;0
26/05/2019;1;"Milano";"Milano";2062;8;;;;765;365;353;12;1;6;0;0;0;5;3;35;13;43;0;162;0;5;80;0
